#cheat Ultimate Ramp Park!
//ID: 15906
//Score: 89
//Author: smeg
//Category: Environment
//Description: Over 20 ramps! The BEST Mod EVER! See the pic, Get the cheat! Brian M Abel Spammed my jump! Go to for more pics http://wes.payne.googlepages.com/ramppark
//Image: http://wes.payne.googlepages.com/screen4.bmp
//Time: 03/08/2006 12:07:46
//Working: Yes
moveto(278.96, -607.58, 36.28);  object(0x01BF, 245, 0, 179);
move(-1.75, -6.16, 0.00);  object(0x01BF, 90, 180, 16);
move(-1.73, -6.07, 0.00);  object(0x01BF, 90, 180, 16);
move(-1.75, -6.15, 0.00);  object(0x01BF, 90, 180, 16);
move(4.91, -1.39, 0.00);  object(0x01BF, 90, 180, 16);
move(1.52, 6.16, 0.00);  object(0x01BF, 90, 180, 15);
move(1.33, 5.93, 0.00);  object(0x01BF, 90, 180, 15);
move(1.71, 6.18, 0.00);  object(0x01BF, 90, 180, 15);
move(-10.47, -23.01, 0.00);  object(0x01BF, 90, 180, 194);
move(4.36, -1.10, 0.00);  object(0x01BF, 90, 180, 194);
moveto(1319.03, -1529.97, 5.12);  object(0x01BF, 90, 330, 286);
move(-1.90, -7.16, -2.00);  object(0x01BF, 90, 0, 286);
move(13.18, -11.84, 11.58);  object(0x01BF, 180, 180, 284);
move(-2.02, -7.72, 0.00);  object(0x01BF, 180, 180, 105);
move(-2.00, -7.36, 0.00);  object(0x01BF, 180, 180, 105);
move(-10.03, 10.78, 0.00);  object(0x01BF, 180, 180, 104);
move(-2.02, -7.78, 0.00);  object(0x01BF, 180, 180, 104);
move(6.21, 23.04, 0.00);  object(0x01BF, 180, 180, 105);
move(11.93, -3.36, 0.00);  object(0x01BF, 180, 180, 285);
move(-2.66, 4.87, 0.00);  object(0x01BF, 180, 180, 194);
move(-4.47, 1.13, 0.00);  object(0x01BF, 180, 180, 194);
move(-8.19, -30.52, 0.10);  object(0x01BF, 180, 180, 14);
move(4.28, -1.09, 0.00);  object(0x01BF, 180, 180, 14);
move(-0.91, 28.96, -4.40);  object(0x01BF, 180, 180, 105);
moveto(1316.51, -1557.61, 4.02);  object(0x021C, 0, 0, 286);
move(-0.24, -0.87, 0.00);  object(0x021C, 0, 0, 286);
move(0.16, 0.58, 1.10);  object(0x021C, 0, 0, 286);
move(11.89, 2.24, -1.20);  object(0x021C, 0, 0, 286);
move(17.24, 34.78, 3.00);  object(0x021C, 0, 0, 260);
move(0.07, -0.02, -0.30);  object(0x021C, 0, 0, 286);
move(-0.48, -0.57, 0.00);  object(0x021C, 0, 0, 286);
move(-0.77, 0.76, 0.00);  object(0x021C, 0, 0, 286);
moveto(1324.41, -1539.30, 17.70);  object(0x01BF, 90, 0, 15);
move(-1.84, -6.85, 0.00);  object(0x01BF, 90, 0, 15);
move(-1.79, -6.27, 0.00);  object(0x01BF, 90, 0, 15);
move(-1.68, -6.26, 0.00);  object(0x01BF, 90, 0, 15);
move(-1.04, -3.88, 0.00);  object(0x01BF, 90, 0, 15);
move(3.96, -1.07, 0.00);  object(0x01BF, 90, 0, 15);
move(1.49, 5.53, 0.00);  object(0x01BF, 90, 0, 15);
move(1.81, 6.55, 0.00);  object(0x01BF, 90, 0, 15);
move(1.47, 5.53, 0.00);  object(0x01BF, 90, 0, 15);
move(1.49, 5.62, 0.00);  object(0x01BF, 90, 0, 15);
move(-9.22, -2.62, -2.60);  object(0x0CD7, 180, 0, 104);
move(-0.73, -2.84, 0.00);  object(0x0CD7, 180, 0, 105);
move(-0.73, -2.68, 0.00);  object(0x0CD7, 180, 0, 106);
moveto(1319.07, -1543.11, 10.20);  object(0x0CD7, 0, 0, 101);
move(0.71, 2.73, 0.00);  object(0x0CD7, 0, 0, 106);
moveto(1318.34, -1545.84, 10.20);  object(0x0CD7, 0, 0, 108);
move(-0.75, -2.67, -0.10);  object(0x0CD7, 0, 0, 105);
moveto(1317.08, -1526.60, 6.82);  object(0x01EF, 0, 30, 106);
move(-2.23, -6.60, -3.60);  object(0x01EF, 0, 0, 106);
move(-1.78, -6.62, 0.00);  object(0x01EF, 0, 0, 14);
move(0.14, -1.11, 8.20);  object(0x01EF, 0, 0, 105);
move(-1.99, -6.73, 0.00);  object(0x01EF, 0, 0, 13);
move(2.03, 7.17, -0.10);  object(0x01EF, 0, 0, 15);
moveto(1299.18, -1521.33, 8.62);  object(0x01F3, 0, 0, 193);
move(9.78, -2.10, 0.00);  object(0x01F3, 0, 0, 193);
move(-12.44, 10.72, 0.00);  object(0x01F3, 0, 0, 285);
move(5.80, 3.40, 0.00);  object(0x01F3, 0, 0, 13);
move(9.77, -2.32, 0.00);  object(0x01F3, 0, 0, 13);
move(9.59, -2.33, 0.00);  object(0x01F3, 0, 0, 14);
move(9.87, -2.40, 0.00);  object(0x01F3, 0, 0, 14);
move(9.71, -2.52, 0.00);  object(0x01F3, 0, 0, 14);
move(4.18, -6.07, -0.20);  object(0x01F3, 0, 0, 104);
move(-1.00, -2.94, 0.00);  object(0x01F3, 0, 0, 104);
move(-5.41, -3.35, 0.00);  object(0x01F3, 0, 0, 193);
move(-23.94, 11.19, 0.20);  object(0x01F3, 0, 0, 284);
moveto(1325.31, -1535.59, 7.10);  object(0x0239, 0, 0, 194);
move(0.87, 3.97, 0.90);  object(0x025B, 0, 0, 168);
move(-5.84, -6.42, 1.90);  object(0x01BF, 0, 180, 105);
move(8.46, 1.73, 0.50);  object(0x0239, 0, 90, 16);
move(0.63, -0.30, 3.90);  object(0x01BF, 0, 0, 194);
move(-4.13, 0.90, 0.00);  object(0x01BF, 0, 0, 194);
move(-6.77, -9.22, -1.50);  object(0x0210, 0, 0, 106);
moveto(1312.94, -1594.55, 13.92);  object(0x0D08, 0, 0, 196);
move(9.12, 46.17, -2.70);  object(0x0D0A, 90, 60, 103);
move(2.15, -0.51, 0.00);  object(0x0D0A, 90, 60, 103);
move(2.14, -0.49, 0.00);  object(0x0D0A, 90, 60, 103);
move(0.89, -1.16, 0.00);  object(0x0D0A, 90, 65, 11);
move(-0.26, -1.45, 0.00);  object(0x0D0A, 90, 65, 11);
move(-0.39, -1.92, 0.00);  object(0x0D0A, 90, 65, 12);
move(-5.81, 4.75, 0.00);  object(0x0D0A, 90, 65, 193);
move(1.35, 0.74, 1.60);  object(0x0D0A, 90, 335, 282);
move(2.13, -0.44, 0.00);  object(0x0D0A, 90, 335, 283);
move(2.17, -0.45, 0.00);  object(0x0D0A, 90, 335, 283);
move(0.55, -2.72, 0.00);  object(0x0D0A, 90, 335, 11);
move(-0.40, -2.01, 0.00);  object(0x0D0A, 90, 335, 11);
move(-1.25, -0.64, -1.60);  object(0x0D0A, 90, 65, 283);
moveto(1325.69, -1549.54, 13.00);  object(0x0FAE, 0, 0, 156);
move(-3.57, 0.57, 0.00);  object(0x0FB5, 0, 0, 218);
move(-0.50, -4.15, -1.50);  object(0x1004, 0, 0, 345);
move(2.00, 2.01, -0.10);  object(0x1004, 0, 0, 20);
move(2.33, -1.96, 1.50);  object(0x0FA1, 0, 0, 221);
move(-0.93, -0.46, -1.60);  object(0x0FA3, 0, 0, 208);
move(-3.46, 4.54, 1.60);  object(0x0F75, 0, 0, 58);
move(-5.73, -9.80, -1.50);  object(0x0F36, 0, 0, 103);
move(5.55, -6.61, -0.20);  object(0x0F36, 0, 0, 15);
move(-4.45, 7.81, 0.10);  object(0x1004, 0, 0, 248);
move(-1.14, -1.80, 1.20);  object(0x0F74, 0, 0, 79);
move(9.85, 5.04, 0.50);  object(0x011C, 270, 5, 225);
//weapon 1
setfloat(0x08e2d800, 1287.28, -1507.37, 1.72);
setint(0x08e2d814, 0);
setchar(0x08E2D81C, 0x2, 0x2)
setshort(0x08e2d826, 0x11e)
setchar(0x08e2d832, 0x0f)
setchar(0x08e2d833, 0x00)
setchar(0x08e2d850, 0xff)
//weapon 2
setfloat(0x08E2E400, 1288.94, -1507.73, 1.72);
setint(0x08E2E414, 0);
setchar(0x08E2E41C, 0x2, 0x2);
setshort(0x08E2E426, 0x114);
setchar(0x08E2E432, 0x0f);
setchar(0x08E2E433, 0x00);
setchar(0x08E2D450, 0xff);
//weapon 3
setfloat(0x08e2d860, 1290.99, -1508.18, 1.72);
setint(0x08e2d874, 0);
setchar(0x08E2D87C, 0x2, 0x2)
setshort(0x08e2d886, 0x11f)
setchar(0x08e2d892, 0x0f)
setchar(0x08e2d893, 0x00)
setchar(0x08e2d8b0, 0xff)
//weapon 4
setfloat(0x08e2d8c0, 1292.75, -1508.56, 1.72);
setint(0x08e2d8d4, 0);
setchar(0x08e2d8dC, 0x2, 0x2);
setshort(0x08e2d8e6, 0x11c);
setchar(0x08e2d8f2, 0x0f);
setchar(0x08e2d8f3, 0x00);
setchar(0x08e2d910, 0xff);
//weapon 5
setfloat(0x08e2d920, 1327.86, -1533.99, 4.80);
setint(0x08e2d934, 0);
setchar(0x08e2d93C, 0xff, 0xff);
setshort(0x08e2d946, 0x22e);
setchar(0x08e2d952, 0x0f);
setchar(0x08e2d953, 0x00);
setchar(0x08e2d970, 0xff);
//weapon 6
setfloat(0x08e2d980, 1321.74, -1563.20, 4.80);
setint(0x08e2d994, 0);
setchar(0x08e2d99C, 0x2, 0x2);
setshort(0x08e2d9a6, 0x10e);
setchar(0x08e2d9b2, 0x0f);
setchar(0x08e2d9b3, 0x00);
setchar(0x08e2d9d0, 0xff);
//weapon 7
setfloat(0x08e2d9e0, 1318.13, -1562.38, 4.80);
setint(0x08e2d9f4, 0);
setchar(0x08e2d9fC, 0x2, 0x2);
setshort(0x08e2da06, 0x10f);
setchar(0x08e2da12, 0x0f);
setchar(0x08e2da13, 0x00);
setchar(0x08e2da30, 0xff);
//weapon 8
setfloat(0x08e2da40, 1326.74, -1556.96, 4.80);
setint(0x08e2da54, 0);
setchar(0x08e2da5C, 0x2, 0x2);
setshort(0x08e2da66, 0x110);
setchar(0x08e2da72, 0x0f);
setchar(0x08e2da73, 0x00);
setchar(0x08e2da90, 0xff);
//weapon 9
setfloat(0x08e2daa0, 1317.35, -1554.54, 4.80);
setint(0x08e2dab4, 0);
setchar(0x08e2dabC, 0xff, 0xff);
setshort(0x08e2dac6, 0x24b);
setchar(0x08e2dad2, 0x0f);
setchar(0x08e2dad3, 0x00);
setchar(0x08e2daf0, 0xff);
//weapon 10
setfloat(0x08e2db00, 1315.58, -1545.00, 12.30);
setint(0x08e2db14, 0);
setchar(0x08e2db1C, 0x2, 0x2);
setshort(0x08e2db26, 0x122);
setchar(0x08e2db32, 0x0f);
setchar(0x08e2db33, 0x00);
setchar(0x08e2db50, 0xff);
//teleport to Tonis portland warhouse
teleport(1323.27, -1503.00, 20.92);

#cheat staunton house extension?
//ID: 16688
//Score: 48
//Author: andrew1
//Category: Environment
//Description: extension?
//Image: none
//Time: 23/08/2006 19:22:47
//Working: Yes
moveto(299.87, -440.85, 25.42);  object(0x021C, 0, 0, 180);
move(-8.60, 0.00, 0.00);  object(0x021C, 0, 0, 180);
move(12.21, -2.78, 1.00);  object(0x01F3, 0, 0, 98);
move(1.39, 9.42, 0.30);  object(0x01F3, 0, 0, 94);
move(-9.50, -10.13, 0.40);  object(0x01BF, 50, 0, 180);
move(0.00, -4.45, 3.50);  object(0x01BF, 50, 0, 183);
move(0.06, -10.74, -3.90);  object(0x01BF, 120, 0, 174);
move(-9.31, -133.14, 9.56);  object(0x021C, 0, 0, 3);
move(-1.43, 0.08, 0.00);  object(0x021C, 0, 0, 3);
move(-1.10, 0.06, 0.00);  object(0x021C, 0, 0, 3);
move(-1.60, 0.09, 0.00);  object(0x021C, 0, 0, 3);
move(-1.00, 0.06, 0.00);  object(0x021C, 0, 0, 3);
